,aveMean,aveSal,coordinates,image,label,maxMean,maxSal,medDepth,medMean,medSal,minMean,minSal,obj_size,stdMean,stdSal,occluded
0,4.251138247,0.911525131,"[[284.7, 537.2], [279.03, 485.13], [279.57, 428.56], [281.04, 382.83], [290.32, 364.03], [299.4, 360.63], [309.14, 361.31], [313.0, 370.59], [320.7, 400.08], [317.6, 469.33], [315.34, 506.73], [311.48, 537.2], [284.7, 537.2]]",target_desert,cactus,4.710757102,1,0.19607843,4.251138247,0.911525131,3.674579557,0.771775535,0.008182526,0.247108823,0.05460942,0
1,4.148765952,0.860187456,"[[445.9, 486.9], [443.79, 439.82], [439.16, 436.82], [435.63, 429.48], [434.54, 423.22], [437.83, 421.05], [443.54, 421.59], [443.65, 339.28], [446.94, 278.02], [449.12, 272.58], [452.66, 273.13], [456.19, 281.29], [457.01, 345.48], [457.17, 365.97], [459.48, 362.67], [462.28, 362.57], [463.89, 348.47], [465.09, 344.67], [469.09, 343.47], [472.49, 346.05], [473.27, 357.15], [470.06, 403.78], [467.32, 412.4], [465.63, 415.77], [460.57, 418.27], [460.71, 448.28], [460.1, 486.5], [445.9, 486.9]]",target_desert,cactus,4.916144006,0.976530986,0.19607843,4.148765952,0.860187456,2.540379577,0.517173829,0.005399068,0.471686353,0.118829244,0
2,4.003389804,0.77710038,"[[210.78, 494.84], [196.12, 457.05], [206.4, 356.6], [266.62, 373.57], [270.01, 387.1], [251.96, 423.2], [247.45, 453.66], [250.83, 467.2], [237.86, 493.71], [224.32, 499.35], [210.78, 494.84]]",target_desert,tree,4.325022643,0.862299055,0.2,4.003389804,0.77710038,3.393260724,0.611092476,0.008995056,0.211595811,0.052419203,0
3,3.661430015,0.463777492,"[[0.0, 363.75], [72.82, 388.01], [132.04, 384.62], [213.83, 390.83], [363.3, 403.8], [494.39, 399.57], [635.23, 397.2], [701.11, 397.43], [711.71, 383.83], [752.77, 369.11], [795.75, 366.4], [843.36, 339.39], [875.74, 320.15], [894.35, 315.08], [951.32, 344.97], [992.04, 353.15], [1012.91, 350.89], [1024.0, 346.38], [1024.0, 768.0], [0.0, 768.0], [0.0, 363.75]]",target_desert,grass,4.941838207,0.999936529,0.15294118,3.661430015,0.463777492,2.207006236,0.002426162,0.505658468,0.499150587,0.317982342,1
4,3.897600139,0.80157627,"[[524.01, 494.87], [501.29, 479.2], [491.89, 450.22], [498.94, 418.88], [529.11, 380.89], [581.2, 379.71], [592.56, 382.45], [636.82, 407.52], [648.18, 425.54], [656.8, 450.61], [659.93, 487.04], [650.92, 494.87], [578.07, 501.14], [524.01, 494.87]]",target_desert,tree,4.307022656,0.934761562,0.16078432,3.897600139,0.80157627,3.468386296,0.702419548,0.021077474,0.1968939,0.060736633,1
5,2.713593975,0.289666687,"[[0.0, 367.26], [67.02, 384.8], [141.87, 385.97], [368.78, 403.51], [492.75, 400.0], [670.53, 396.5], [852.99, 397.67], [1024.0, 404.68], [1024.0, 0.0], [0.0, 0.0], [0.0, 367.26]]",target_desert,sky,4.889897232,1,0.26666668,2.713593975,0.289666687,1.018042843,0,0.515921275,0.726324469,0.268269013,1
6,3.991224321,0.540290683,"[[73.17, 502.08], [80.61, 469.96], [83.74, 448.81], [79.83, 426.09], [78.26, 417.08], [95.1, 401.41], [111.16, 397.1], [130.75, 397.1], [173.05, 418.25], [185.59, 429.61], [184.02, 440.19], [166.78, 452.72], [140.93, 461.34], [123.31, 462.52], [102.94, 458.99], [86.1, 507.95], [73.17, 502.08]]",target_desert,tree,4.391413075,0.747513743,0.18431373,3.991224321,0.540290683,3.485484065,0.262061948,0.007883708,0.235451318,0.123890196,0
7,3.69465135,0.808945012,"[[677.1, 473.5], [678.88, 384.11], [668.8, 379.31], [664.47, 367.53], [655.87, 285.29], [657.43, 278.25], [663.72, 275.07], [667.24, 276.29], [669.21, 284.89], [674.28, 336.19], [676.65, 358.12], [680.51, 363.2], [682.47, 351.49], [683.69, 301.74], [681.73, 209.82], [687.41, 107.62], [687.89, 90.63], [689.98, 80.75], [694.79, 78.92], [698.38, 81.43], [700.68, 88.87], [697.7, 190.47], [698.65, 251.25], [702.84, 254.77], [704.27, 240.62], [706.77, 235.14], [710.7, 232.77], [713.2, 234.19], [716.31, 238.12], [717.13, 244.01], [713.88, 290.23], [707.58, 383.03], [705.21, 391.42], [701.29, 398.67], [699.6, 415.86], [697.16, 474.54], [696.75, 491.4], [677.0, 491.1], [677.1, 473.5]]",target_desert,cactus,4.462875789,0.95471658,0.19607843,3.69465135,0.808945012,2.378081236,0.150188738,0.01378123,0.446968779,0.149333306,1
8,3.517871922,0.306999953,"[[1024.0, 382.3], [972.57, 346.82], [960.39, 295.38], [959.03, 270.34], [907.59, 256.8], [870.37, 268.3], [859.54, 326.51], [855.48, 370.51], [868.34, 382.02], [919.78, 429.4], [929.93, 455.79], [944.14, 478.13], [969.19, 493.02], [998.29, 495.05], [1024.0, 502.5], [1024.0, 382.3]]",target_desert,tree,4.349468944,0.642601736,0.14117648,3.517871922,0.306999953,2.902257285,0.048834685,0.032436371,0.24575782,0.182502797,0
9,3.989252648,0.779881523,"[[392.0, 446.24], [392.81, 401.35], [393.6, 391.8], [398.25, 391.29], [399.89, 393.19], [399.89, 444.6], [392.0, 446.24]]",target_desert,cactus,4.110619574,0.839788636,0.21960784,3.989252648,0.779881523,3.858547836,0.730932515,0.000550588,0.063825054,0.03091756,0
10,4.126658472,0.915454773,"[[305.39, 286.72], [310.29, 285.74], [311.92, 307.29], [311.92, 376.06], [313.98, 376.36], [315.38, 352.3], [316.65, 332.78], [319.33, 329.94], [323.28, 330.1], [323.57, 339.54], [321.55, 383.15], [311.95, 449.15], [310.88, 464.75], [304.2, 465.0], [299.71, 353.21], [302.95, 318.71], [305.39, 286.72]]",target_desert,cactus,4.680393807,1,0.19607843,4.126658472,0.915454773,3.045750388,0.59227403,0.003356934,0.378007573,0.086730283,0
11,3.880556262,0.516666729,"[[285.53, 618.54], [250.95, 665.28], [245.34, 705.47], [256.56, 724.16], [321.98, 768.0], [407.97, 768.0], [508.91, 755.0], [579.01, 720.42], [583.68, 712.01], [587.42, 694.25], [588.36, 660.6], [664.06, 676.49], [751.92, 658.73], [798.27, 644.25], [844.35, 645.56], [865.2, 663.69], [898.28, 668.27], [944.36, 661.07], [976.14, 672.1], [1006.05, 690.32], [1024.0, 695.46], [1024.0, 509.1], [947.35, 514.52], [906.79, 500.97], [864.07, 474.98], [842.48, 474.98], [833.79, 471.81], [801.92, 476.67], [779.68, 481.53], [782.39, 500.97], [801.36, 522.09], [806.22, 542.65], [765.1, 524.24], [739.11, 502.65], [705.09, 485.83], [693.13, 482.09], [666.68, 509.66], [634.71, 513.4], [626.68, 504.8], [543.31, 477.23], [516.86, 482.55], [506.57, 491.81], [514.61, 544.89], [497.7, 554.61], [482.93, 546.2], [470.5, 535.83], [456.66, 529.94], [393.11, 529.29], [350.68, 568.45], [285.53, 618.54]]",target_desert,cactus,4.644027723,0.982066396,0.14117648,3.880556262,0.516666729,2.678944351,0.014531029,0.180971781,0.406516226,0.28561754,0
12,3.787696416,0.858009234,"[[733.31, 516.71], [731.42, 459.84], [711.21, 443.39], [690.53, 412.36], [695.23, 399.67], [735.66, 394.5], [746.47, 398.26], [752.58, 402.02], [758.69, 374.76], [767.62, 371.0], [782.66, 372.88], [787.36, 374.76], [791.12, 403.43], [797.23, 441.98], [788.77, 464.07], [785.48, 469.24], [773.73, 464.07], [763.86, 471.12], [757.28, 483.34], [749.76, 518.12], [733.31, 516.71]]",target_desert,tree,4.192307475,0.917298561,0.16862746,3.787696416,0.858009234,3.345654252,0.707257805,0.010440826,0.200703567,0.047780273,1
13,4.533532982,0.391396149,"[[805.22, 470.36], [868.72, 469.21], [870.67, 525.28], [868.87, 524.38], [862.07, 524.58], [848.76, 519.08], [806.66, 519.78], [805.88, 489.6], [805.22, 470.36]]",target_airport,wall,4.888778453,0.461955273,0.52156866,4.533532982,0.391396149,4.06134857,0.29541665,0.004245758,0.167431899,0.038652863,1
14,3.24023511,0.797233847,"[[157.49, 505.99], [220.1, 505.8], [220.24, 486.75], [158.47, 486.09], [155.2, 486.53], [155.09, 505.77], [157.49, 505.99]]",target_airport,sign,3.420223255,0.992415636,0.3647059,3.24023511,0.797233847,3.038211987,0.573844101,0.001678467,0.096877903,0.112608115,0
15,3.86294888,0.481141574,"[[671.62, 556.62], [663.74, 558.07], [662.49, 559.52], [663.53, 608.87], [688.4, 609.1], [688.85, 560.29], [686.76, 558.69], [676.45, 557.18], [677.3, 488.37], [680.58, 487.98], [685.18, 480.47], [685.88, 472.78], [684.08, 466.08], [678.48, 459.99], [675.29, 458.89], [670.87, 459.88], [666.97, 465.98], [665.87, 472.57], [666.58, 481.18], [669.69, 485.99], [671.58, 487.98], [673.88, 488.48], [672.2, 537.81], [671.62, 556.62]]",target_airport,lamp,4.321543483,0.895005214,0.63529414,3.86294888,0.481141574,3.044881064,0.267558007,0.002862295,0.345177686,0.226007016,1
16,4.036818159,0.253957135,"[[29.62, 428.88], [86.03, 420.35], [124.0, 415.5], [124.5, 454.7], [71.8, 458.7], [27.98, 461.45], [27.98, 428.99], [29.62, 428.88]]",target_airport,sign,4.554525425,0.421532123,0.4745098,4.036818159,0.253957135,3.427598792,0.073565621,0.004617055,0.218916351,0.09216073,0
17,1.748034403,0.363570387,"[[575.7, 219.2], [581.8, 219.0], [583.99, 214.77], [584.65, 209.13], [581.5, 205.19], [577.6, 203.7], [573.4, 206.2], [572.19, 211.49], [572.45, 215.55], [573.11, 217.78], [575.7, 219.2]]",target_airport,ceiling_light,1.777776374,0.374588109,0.3254902,1.748034403,0.363570387,1.713230897,0.349821357,0.000214895,0.015439503,0.006372172,0
18,3.325837869,0.497476306,"[[120.43, 582.2], [163.05, 587.64], [231.51, 591.04], [232.6, 584.2], [230.4, 522.1], [184.81, 521.45], [179.14, 524.62], [177.1, 528.47], [176.65, 537.31], [154.2, 537.6], [153.98, 523.49], [121.6, 522.4], [118.4, 525.5], [116.58, 533.23], [104.79, 534.37], [103.89, 553.64], [103.89, 557.94], [109.1, 558.17], [109.33, 575.4], [102.3, 577.89], [102.07, 581.74], [109.78, 582.2], [120.43, 582.2]]",target_airport,counter,3.837172737,0.965193586,0.43529412,3.325837869,0.497476306,2.341417098,0.237699864,0.009963989,0.285387091,0.173412974,0
19,3.561682158,0.128715948,"[[989.75, 461.67], [1016.75, 454.57], [1019.15, 449.77], [1024.0, 449.97], [1024.0, 471.67], [1017.75, 471.07], [1017.85, 480.47], [999.55, 479.87], [999.65, 477.37], [989.95, 479.07], [989.75, 461.67]]",target_airport,sign,3.999259074,0.241904751,0.15294118,3.561682158,0.128715948,3.034851081,0.068602694,0.001010895,0.200800257,0.03853255,0
20,2.138668891,0.179675768,"[[335.99, 573.74], [341.81, 576.11], [354.56, 576.58], [367.0, 571.7], [352.67, 535.18], [352.99, 512.67], [379.97, 442.26], [437.42, 299.42], [462.41, 241.28], [480.46, 199.3], [482.5, 177.3], [477.52, 176.63], [475.93, 193.64], [412.28, 333.48], [350.33, 505.36], [346.93, 504.72], [323.68, 414.17], [275.95, 244.18], [242.17, 152.22], [235.78, 138.15], [233.48, 144.05], [240.23, 168.54], [306.56, 381.34], [339.56, 501.99], [341.81, 515.3], [343.2, 528.61], [342.33, 540.18], [335.99, 573.74]]",target_airport,beam,3.456650375,0.514479176,0.5529412,2.138668891,0.179675768,1.426310198,0.072199505,0.009825389,0.612326928,0.117166425,0
21,3.485903995,0.213657757,"[[779.1, 440.3], [841.08, 412.23], [904.18, 385.41], [986.23, 356.07], [1000.12, 353.22], [1003.33, 423.11], [1002.57, 436.09], [926.4, 451.3], [787.93, 486.85], [781.15, 488.49], [779.1, 440.3]]",target_airport,bridge,4.818411701,0.403289166,0.5137255,3.485903995,0.213657757,2.545932212,0.046118272,0.019542694,0.521006004,0.083973438,0
22,3.187435336,0.160898635,"[[0.0, 768.0], [1024.0, 768.0], [1024.0, 583.04], [869.71, 527.74], [848.6, 519.2], [806.9, 519.7], [732.19, 527.02], [501.79, 554.18], [415.94, 564.85], [301.95, 568.73], [239.62, 571.4], [107.93, 564.85], [0.0, 600.74], [0.0, 768.0]]",target_airport,floor,5.065795169,0.665736054,0.48235294,3.187435336,0.160898635,1.242833237,0.001003639,0.278397878,0.824986977,0.118153118,1
23,1.697300243,0.05417618,"[[537.83, 0.0], [568.19, 10.54], [595.9, 9.6], [607.36, 0.0], [537.83, 0.0]]",target_airport,ceiling_light,1.902970977,0.05927945,0.078431375,1.697300243,0.05417618,1.611525988,0.033514168,0.000684102,0.067704144,0.005345697,0
24,3.854478822,0.222815631,"[[411.45, 602.9], [426.09, 613.6], [427.82, 614.7], [422.94, 626.67], [553.93, 707.36], [608.41, 683.75], [616.75, 671.15], [616.59, 663.57], [616.59, 654.95], [623.79, 648.15], [626.89, 640.16], [622.59, 621.76], [618.89, 622.67], [610.39, 632.07], [602.28, 628.26], [597.39, 608.52], [517.3, 588.38], [459.7, 569.32], [440.49, 565.68], [437.5, 567.84], [432.42, 586.35], [420.12, 583.05], [416.13, 583.74], [414.72, 586.84], [416.93, 591.94], [423.62, 599.75], [413.32, 599.04], [411.53, 600.74], [411.45, 602.9]]",target_airport,chairs,4.606722828,0.35404746,0.69411767,3.854478822,0.222815631,2.532382445,0.098305546,0.021729787,0.467792133,0.047936105,0
25,2.81830359,0.370631048,"[[615.91, 525.48], [612.51, 540.68], [628.21, 539.68], [622.31, 517.28], [629.78, 494.49], [672.19, 382.48], [684.85, 353.73], [685.35, 341.92], [682.29, 341.11], [680.89, 351.31], [630.49, 480.63], [621.75, 509.52], [620.76, 408.01], [620.95, 290.36], [616.95, 292.15], [616.35, 307.95], [617.52, 424.54], [617.95, 495.38], [617.9, 512.47], [615.91, 525.48]]",target_airport,beam,4.008333559,0.687556001,0.8627451,2.81830359,0.370631048,2.00987814,0.156853698,0.002782186,0.624000064,0.183935887,0
26,2.49742533,0.17336756,"[[482.65, 176.94], [480.35, 201.43], [486.44, 247.15], [507.91, 404.89], [519.73, 505.5], [520.01, 513.56], [519.53, 530.84], [513.77, 553.54], [534.09, 552.92], [527.47, 530.73], [526.17, 512.13], [607.42, 311.22], [616.75, 291.98], [618.85, 276.79], [616.05, 275.78], [613.45, 290.89], [587.94, 343.69], [536.69, 471.17], [524.47, 508.01], [519.44, 456.41], [498.58, 282.72], [485.14, 195.61], [487.29, 182.27], [482.65, 176.94]]",target_airport,beam,4.193295952,0.315581505,0.76862746,2.49742533,0.17336756,1.737013771,0.102990488,0.005695343,0.648295398,0.059424522,0
27,4.026097986,0.233284002,"[[868.99, 524.73], [928.33, 543.46], [953.72, 552.3], [1007.9, 567.71], [1024.0, 591.15], [1024.0, 617.92], [908.27, 633.09], [734.55, 633.95], [731.08, 600.35], [742.41, 573.15], [772.27, 553.7], [790.4, 536.7], [810.28, 525.8], [817.65, 525.46], [868.99, 524.73]]",target_airport,chairs,4.886778411,0.360311551,0.34509805,4.026097986,0.233284002,3.15549015,0.023271495,0.03160731,0.401059564,0.103308184,0
28,3.381844965,0.406635636,"[[416.8, 564.6], [730.96, 527.16], [769.55, 526.32], [806.46, 519.16], [805.0, 459.9], [781.62, 428.78], [772.78, 420.92], [736.29, 422.46], [735.31, 496.29], [631.45, 485.2], [402.95, 457.69], [228.35, 446.6], [79.16, 450.95], [18.11, 422.88], [0.0, 422.88], [0.0, 599.44], [40.84, 586.67], [77.19, 574.46], [107.7, 564.9], [238.88, 571.66], [416.8, 564.6]]",target_airport,wall,5.053126873,1,0.6784314,3.381844965,0.406635636,1.382388829,0.027282553,0.102700551,0.577003398,0.211929433,1
29,1.829171486,0.234874656,"[[682.49, 128.25], [686.58, 128.56], [690.18, 124.94], [691.76, 118.96], [689.4, 113.3], [683.5, 112.0], [679.79, 114.55], [678.87, 119.9], [679.79, 125.41], [682.49, 128.25]]",target_airport,ceiling_light,1.845050603,0.239788136,0.21960784,1.829171486,0.234874656,1.804646666,0.225512202,0.000236511,0.008962782,0.003602799,0
30,2.042754532,0.427159965,"[[454.0, 144.6], [465.7, 147.3], [472.16, 137.65], [468.57, 123.65], [462.37, 119.04], [455.19, 121.69], [451.59, 127.2], [451.92, 136.38], [454.0, 144.6]]",target_airport,ceiling_light,2.077523044,0.4772794,0.15294118,2.042754532,0.427159965,1.949613395,0.347284054,0.000596364,0.032319465,0.036100888,0
31,4.497738521,0.444589654,"[[827.4, 490.0], [862.63, 490.7], [862.7, 498.4], [827.5, 497.8], [827.4, 490.0]]",target_airport,sign,4.624647149,0.461955273,0.5294118,4.497738521,0.444589654,4.436970215,0.399590313,0.000389099,0.045737348,0.015978965,0
32,3.162776511,0.179097752,"[[1024.0, 101.81], [996.97, 146.2], [948.5, 245.63], [919.71, 310.84], [893.85, 378.38], [867.7, 431.5], [869.8, 493.38], [870.38, 528.11], [1024.0, 582.36], [1024.0, 101.81]]",target_airport,wall,4.45727912,0.487892365,0.41568628,3.162776511,0.179097752,1.987824487,0.008305489,0.059307098,0.708693608,0.114948189,1
33,2.020892512,0.1303949,"[[0.0, 0.0], [1024.0, 0.0], [1024.0, 101.39], [1004.14, 134.06], [986.79, 166.91], [959.84, 223.5], [939.8, 265.1], [922.45, 304.51], [894.16, 376.76], [876.47, 413.14], [868.22, 430.99], [868.8, 469.2], [805.23, 470.41], [805.4, 459.96], [777.27, 423.58], [772.05, 420.72], [736.51, 422.4], [735.84, 496.51], [544.17, 475.12], [402.03, 457.77], [237.98, 446.83], [109.14, 450.53], [79.33, 451.04], [33.52, 429.48], [15.83, 422.74], [0.0, 423.25], [0.0, 0.0]]",target_airport,ceiling,4.640840371,0.900951072,0.4,2.020892512,0.1303949,1.200798442,0,0.558834076,0.532453552,0.101994261,1
34,4.215363826,0.317176008,"[[531.62, 596.47], [676.6, 631.01], [698.3, 618.2], [767.59, 570.44], [802.95, 530.32], [804.78, 527.81], [733.15, 527.81], [632.92, 545.87], [605.47, 549.06], [540.19, 558.58], [527.05, 572.86], [524.79, 585.78], [531.62, 596.47]]",target_airport,chairs,5.065795169,0.56881583,0.7607843,4.215363826,0.317176008,3.473021244,0.243782351,0.02165858,0.400902296,0.054041736,1
35,1.859082983,0.017986196,"[[973.03, 50.25], [979.24, 48.55], [987.2, 52.3], [988.5, 60.45], [987.74, 68.78], [983.99, 72.73], [975.09, 73.31], [970.57, 69.33], [967.17, 62.34], [968.67, 53.85], [973.03, 50.25]]",target_airport,ceiling_light,2.069435236,0.020792032,0.16862746,1.859082983,0.017986196,1.667017948,0.013926344,0.00056839,0.103920633,0.00165955,0
36,4.934806218,0.363266166,"[[783.85, 504.72], [781.75, 503.62], [780.65, 499.42], [780.95, 496.12], [783.65, 493.12], [785.65, 493.02], [787.65, 495.22], [788.95, 497.52], [788.45, 502.92], [785.75, 504.32], [785.5, 520.3], [785.9, 531.61], [784.1, 531.72], [783.85, 504.72]]",target_airport,lamp,5.039646648,0.373016118,0.5529412,4.934806218,0.363266166,4.799751024,0.338345311,0.00019455,0.069903917,0.010411745,1
37,3.531823091,0.357413327,"[[342.58, 567.93], [354.5, 581.26], [381.17, 603.56], [390.6, 606.28], [419.1, 601.9], [412.02, 586.05], [421.4, 581.9], [416.28, 569.87], [399.17, 558.09], [360.83, 544.68], [356.03, 556.88], [354.43, 565.68], [345.23, 563.58], [343.13, 563.68], [341.63, 564.67], [341.63, 566.18], [342.58, 567.93]]",target_airport,chairs,4.204430533,0.487407183,0.7294118,3.531823091,0.357413327,3.203160997,0.299801173,0.003799438,0.245405618,0.031310507,1
38,4.016705886,0.376208485,"[[432.04, 539.56], [499.97, 535.32], [649.11, 527.49], [693.04, 525.85], [733.03, 526.67], [688.15, 545.44], [592.41, 566.66], [510.55, 584.8], [489.85, 582.85], [417.48, 560.36], [417.29, 556.96], [425.81, 553.37], [428.81, 550.34], [432.04, 539.56]]",target_airport,chairs,4.575476682,0.71343277,0.78039217,4.016705886,0.376208485,3.629880045,0.261711095,0.012958527,0.200471219,0.103963663,1
39,1.740975419,0.065114801,"[[842.9, 51.6], [848.53, 50.81], [853.08, 55.35], [854.57, 58.37], [854.57, 63.3], [852.31, 67.25], [847.98, 69.33], [843.24, 68.19], [840.99, 64.6], [839.84, 58.58], [840.42, 54.99], [842.9, 51.6]]",target_airport,ceiling_light,1.78055623,0.070228945,0.18039216,1.740975419,0.065114801,1.674901134,0.059585809,0.000311534,0.027531875,0.002693858,0
40,3.326558045,0.078601716,"[[670.98, 621.62], [730.86, 630.31], [790.91, 635.6], [889.03, 633.62], [955.22, 627.5], [1007.13, 620.47], [1024.0, 616.84], [1024.0, 768.0], [661.48, 768.0], [670.93, 724.44], [645.8, 717.83], [635.04, 709.71], [633.71, 704.8], [638.25, 700.07], [645.99, 696.67], [643.54, 687.98], [637.7, 672.6], [640.1, 665.9], [645.99, 662.67], [653.55, 664.37], [658.46, 666.64], [664.35, 623.76], [670.98, 621.62]]",target_airport,chairs,4.414186812,0.279266896,0.33333334,3.326558045,0.078601716,2.491187928,0.001431158,0.065371195,0.426058943,0.067910353,0
41,3.091945043,0.120791854,"[[269.16, 660.8], [273.5, 659.1], [280.12, 659.1], [283.14, 660.05], [284.84, 649.66], [280.87, 642.86], [280.49, 638.7], [282.38, 635.68], [284.65, 633.79], [288.81, 633.79], [295.23, 635.49], [308.07, 640.97], [311.28, 637.57], [319.41, 610.18], [322.43, 608.85], [330.93, 612.07], [336.22, 616.79], [344.34, 634.17], [357.94, 630.01], [361.72, 630.39], [362.66, 632.28], [376.08, 658.72], [388.43, 669.15], [402.71, 686.6], [413.36, 698.39], [428.55, 722.87], [426.74, 726.73], [395.46, 744.18], [397.14, 762.69], [396.76, 768.0], [296.7, 768.0], [305.45, 757.14], [295.4, 752.98], [281.4, 751.89], [272.86, 751.45], [271.56, 749.05], [269.8, 706.8], [268.35, 662.22], [269.16, 660.8]]",target_airport,chairs,3.875167446,0.321736416,0.20392157,3.091945043,0.120791854,2.403917499,0.02466516,0.021807353,0.354501342,0.073175437,0
42,2.361678939,0.254379521,"[[10.17, 198.22], [30.57, 243.1], [57.69, 308.08], [95.53, 410.09], [124.66, 499.31], [127.95, 506.7], [135.35, 476.62], [157.98, 372.93], [187.17, 257.08], [225.8, 136.82], [225.01, 122.54], [236.19, 122.38], [235.89, 138.29], [223.76, 166.15], [189.05, 280.28], [153.09, 427.88], [132.23, 516.8], [132.06, 526.24], [126.4, 525.94], [124.34, 513.97], [28.4, 257.7], [14.17, 223.7], [3.78, 200.31], [10.17, 198.22]]",target_airport,beam,4.064846174,0.957368168,0.3647059,2.361678939,0.254379521,1.466077267,0.023767832,0.008480072,0.762922356,0.220119293,0
43,3.170998133,0.079521987,"[[0.0, 335.98], [34.8, 329.78], [46.22, 330.07], [64.5, 366.34], [76.35, 398.03], [89.5, 411.64], [97.66, 414.35], [127.56, 415.49], [144.34, 417.52], [147.74, 419.57], [149.33, 435.21], [153.35, 502.32], [156.71, 521.81], [91.23, 565.12], [82.16, 566.04], [10.05, 557.42], [0.0, 508.46], [0.0, 335.98]]",target_mediaroom,chair,4.223335221,0.234436798,0.48235294,3.170998133,0.079521987,2.496390993,0.016190849,0.034051259,0.438928754,0.060307221,0
44,2.734426038,0.158058303,"[[655.97, 491.79], [672.4, 486.32], [685.81, 490.28], [730.16, 514.05], [743.9, 528.99], [745.41, 551.28], [739.55, 555.62], [728.03, 565.45], [669.58, 716.11], [665.05, 728.8], [651.0, 739.46], [639.1, 747.09], [689.66, 768.0], [513.01, 768.0], [513.78, 730.94], [511.5, 652.6], [538.55, 601.77], [571.34, 575.99], [627.08, 559.12], [631.03, 558.34], [650.54, 497.42], [655.97, 491.79]]",target_mediaroom,chair,3.45988986,0.35534073,0.09411765,2.734426038,0.158058303,1.839435714,0.012172514,0.051361084,0.287076866,0.100814009,1
45,3.475772132,0.306637178,"[[213.5, 309.09], [279.9, 304.9], [290.13, 305.28], [297.06, 339.12], [302.15, 368.47], [304.71, 373.55], [310.96, 377.01], [328.94, 385.25], [329.43, 437.67], [329.9, 474.5], [248.46, 488.97], [243.23, 488.04], [229.31, 469.03], [227.62, 459.97], [221.66, 422.19], [216.66, 362.1], [213.5, 309.09]]",target_mediaroom,chair,4.018843604,0.43472878,0.63529414,3.475772132,0.306637178,2.638219298,0.238205642,0.021668752,0.329589794,0.041061757,1
46,3.83512104,0.296805581,"[[628.14, 259.83], [622.89, 251.43], [622.76, 235.56], [627.87, 230.82], [634.96, 229.25], [647.03, 229.92], [652.8, 234.89], [653.98, 236.86], [653.32, 260.09], [628.14, 259.83]]",target_mediaroom,decoration,4.109696748,0.369424274,0.6509804,3.83512104,0.296805581,3.495893455,0.254243701,0.001186371,0.146395869,0.024688174,0
47,3.173376379,0.092056704,"[[399.9, 694.43], [405.88, 692.07], [413.28, 688.92], [420.99, 687.98], [429.8, 690.34], [442.56, 666.73], [427.6, 663.27], [406.19, 664.68], [396.75, 667.83], [380.85, 676.02], [388.09, 684.52], [399.9, 694.43]]",target_mediaroom,card,3.283196695,0.114400162,0.03529412,3.173376379,0.092056704,2.922130825,0.069845345,0.001639048,0.069607205,0.010178637,0
48,4.162330936,0.222320751,"[[138.46, 339.78], [139.88, 325.77], [148.22, 310.97], [150.11, 309.7], [153.89, 310.34], [162.23, 312.07], [164.59, 315.36], [170.26, 328.59], [171.52, 344.96], [169.94, 361.5], [173.17, 366.89], [174.31, 385.48], [173.17, 389.55], [163.87, 392.28], [153.21, 391.82], [149.5, 389.8], [148.24, 362.35], [140.3, 346.94], [138.46, 339.78]]",target_mediaroom,flower,4.558671358,0.261292311,0.6392157,4.162330936,0.222320751,3.548548802,0.182844764,0.002806346,0.355494244,0.018011367,1
49,3.362583494,0.217770626,"[[26.17, 133.88], [251.39, 156.21], [446.85, 145.63], [347.36, 254.92], [352.72, 459.03], [265.06, 439.41], [0.0, 507.8], [0.0, 190.13], [26.17, 133.88]]",target_mediaroom,wall,4.558671358,0.446009878,0.6509804,3.362583494,0.217770626,1.616971052,0.015214867,0.148834229,0.661087054,0.122142601,1
50,3.843342409,0.235770515,"[[868.5, 267.6], [863.8, 260.0], [863.45, 242.72], [866.76, 236.26], [878.09, 232.64], [890.05, 232.8], [899.34, 236.11], [901.86, 239.73], [902.8, 247.44], [896.03, 261.61], [895.41, 268.06], [868.5, 267.6]]",target_mediaroom,decoration,3.952347694,0.317870616,0.49411765,3.843342409,0.235770515,3.642201035,0.172137955,0.001600901,0.082729623,0.03476964,0
51,4.036150549,0.30565107,"[[670.16, 360.25], [675.66, 359.85], [712.46, 363.45], [712.06, 369.05], [706.06, 376.85], [660.66, 372.05], [660.66, 364.95], [670.16, 360.25]]",target_mediaroom,dvd_player,4.192766441,0.332889318,0.65882355,4.036150549,0.30565107,3.814690319,0.27817415,0.000921885,0.086508965,0.013142738,1
52,3.723344109,0.187971108,"[[112.33, 365.56], [111.93, 380.25], [115.21, 406.22], [119.41, 407.8], [128.46, 407.93], [149.58, 406.22], [159.42, 402.68], [155.49, 361.23], [142.24, 360.7], [121.25, 362.8], [112.33, 365.56]]",target_mediaroom,decoration,4.07306328,0.237804433,0.62352943,3.723344109,0.187971108,3.550796836,0.142340606,0.002651215,0.124024708,0.02209402,0
53,3.102830631,0.25711187,"[[288.44, 451.32], [310.75, 441.53], [390.72, 437.45], [399.42, 446.97], [408.13, 446.97], [409.49, 503.28], [406.22, 625.11], [315.43, 627.94], [288.44, 451.32]]",target_mediaroom,chair,3.902301086,0.330625784,0.2509804,3.102830631,0.25711187,2.46308881,0.152355434,0.0255572,0.282201635,0.04835388,1
